account,category,period,window,model,cost,date,open,mark,mark_clock,cash,shares,dividend_receivable,equity,net_return,pnl,price_pnl,dividend_recognized,dividend_paid,exposure,accounting_error,origin,terminal_unliquidated,turnover,requested_quantity,filled_quantity,open_price,fill_price,commission,slippage_cost,notional,status,cash_before,shares_before,cash_after,shares_after
main_N60_BASE,primary_accounts,main,60.0,SIMPLE_CORE,BASE,2024-09-25,3.489,3.474,CLOSE,95076.25938000002,30600,0.0,201380.65938000003,-0.002682047119268005,-541.5649200000043,-458.9999999999902,0.0,0.0,0.5278779021147527,-7.275957614183426e-12,2024-09-24,False,0.529038348157697,30600,30600,3.489,3.491,21.36492,61.20000000000685,106824.6,FILLED,201922.22430000003,0,95076.25938000002,30600.0
main_N60_BASE,primary_accounts,main,60.0,SIMPLE_CORE,BASE,2024-09-26,3.468,3.64,CLOSE,95076.25938000002,30600,0.0,206460.25938,0.02522387212177568,5079.599999999977,5079.599999999998,0.0,0.0,0.5394936552655996,-2.091837814077735e-11,2024-09-25,False,0.0,0,0,3.468,,0.0,0.0,0.0,NO_TRADE,95076.25938000002,30600,,
main_N60_BASE,primary_accounts,main,60.0,SIMPLE_CORE,BASE,2024-09-27,3.7,3.869,CLOSE,125763.52070000002,22300,0.0,212042.22070000003,0.027036492818340196,5581.961320000031,5604.700000000003,0.0,0.0,0.4068939653394226,3.057465391975711e-11,2024-09-26,False,0.14735454247406946,-8300,-8300,3.7,3.698,6.13868,16.600000000001856,30693.399999999998,FILLED,95076.25938000002,30600,125763.52070000002,22300.0
main_N60_BASE,primary_accounts,main,60.0,SIMPLE_CORE,BASE,2024-09-30,4.007,4.233,CLOSE,125763.52070000002,22300,0.0,220159.42070000002,0.03828105541058391,8117.1999999999825,8117.199999999987,0.0,0.0,0.4287615751343589,-4.547473508864641e-12,2024-09-27,False,0.0,0,0,4.007,,0.0,0.0,0.0,NO_TRADE,125763.52070000002,22300,,
main_N60_BASE,primary_accounts,main,60.0,SIMPLE_CORE,BASE,2024-10-08,4.656,4.412,CLOSE,174610.24940000003,11800,0.0,226671.84940000004,0.029580513426559873,6512.428700000019,6553.700000000004,0.0,0.0,0.22967827781794237,6.085798531785258e-12,2024-09-30,False,0.21279675143768867,-10500,-10500,4.656,4.6530000000000005,9.771300000000002,31.499999999991868,48856.50000000001,FILLED,125763.52070000002,22300,174610.24940000003,11800.0
main_N60_STRESS,primary_accounts,main,60.0,SIMPLE_CORE,STRESS,2024-09-25,3.489,3.474,CLOSE,93611.18104000007,30300,0.0,198873.38104000007,-0.00309805390012563,-618.0351599999995,-454.49999999999034,0.0,0.0,0.5292925551400379,-9.00968188943807e-12,2024-09-24,False,0.5305386167287129,30300,30300,3.489,3.493,42.33516,121.2000000000001,105837.9,FILLED,199491.41620000007,0,93611.18104000007,30300.0
main_N60_STRESS,primary_accounts,main,60.0,SIMPLE_CORE,STRESS,2024-09-26,3.468,3.64,CLOSE,93611.18104000007,30300,0.0,203903.18104000005,0.025291469243881926,5029.799999999988,5029.799999999998,0.0,0.0,0.5409037732391424,-1.000444171950221e-11,2024-09-25,False,0.0,0,0,3.468,,0.0,0.0,0.0,NO_TRADE,93611.18104000007,30300,,
main_N60_STRESS,primary_accounts,main,60.0,SIMPLE_CORE,STRESS,2024-09-27,3.7,3.869,CLOSE,124275.71032000007,22000,0.0,209393.71032000007,0.02692713890973053,5490.529280000017,5536.000000000003,0.0,0.0,0.4064974056284728,1.433164698028122e-11,2024-09-26,False,0.14911833504414532,-8300,-8300,3.7,3.696,12.270720000000003,33.20000000000003,30676.800000000003,FILLED,93611.18104000007,30300,124275.71032000007,22000.0
main_N60_STRESS,primary_accounts,main,60.0,SIMPLE_CORE,STRESS,2024-09-30,4.007,4.233,CLOSE,124275.71032000007,22000,0.0,217401.71032000007,0.03824374661379282,8008.0,8007.999999999987,0.0,0.0,0.4283590955329884,1.2732925824820995e-11,2024-09-27,False,0.0,0,0,4.007,,0.0,0.0,0.0,NO_TRADE,124275.71032000007,22000,,
main_N60_STRESS,primary_accounts,main,60.0,SIMPLE_CORE,STRESS,2024-10-08,4.656,4.412,CLOSE,172626.76216000007,11600,0.0,223805.96216000005,0.02945814837690741,6404.251839999983,6475.600000000004,0.0,0.0,0.22867666038052964,-2.248867758680717e-11,2024-09-30,False,0.21336018934567655,-10400,-10400,4.656,4.651,19.34816,51.99999999999889,48370.4,FILLED,124275.71032000007,22000,172626.76216000007,11600.0
main_N70_BASE,primary_accounts,main,70.0,SIMPLE_CORE,BASE,2024-09-25,3.489,3.474,CLOSE,86039.77969999993,26900,0.0,179490.37969999993,0.014010496731535094,2480.003300000011,2535.3000000000006,0.0,0.0,0.5206440598999972,6.0680349633912556e-12,2024-09-24,False,0.3972427183612274,-20500,-20500,3.489,3.487,14.296700000000001,40.99999999999548,71483.5,FILLED,14570.576399999933,47400,86039.77969999993,26900.0
main_N70_BASE,primary_accounts,main,70.0,SIMPLE_CORE,BASE,2024-09-26,3.468,3.64,CLOSE,86039.77969999993,26900,0.0,183955.77969999993,0.024878213570350916,4465.399999999994,4465.399999999998,0.0,0.0,0.5322800955734257,-3.637978807091713e-12,2024-09-25,False,0.0,0,0,3.468,,0.0,0.0,0.0,NO_TRADE,86039.77969999993,26900,,
main_N70_BASE,primary_accounts,main,70.0,SIMPLE_CORE,BASE,2024-09-27,3.7,3.869,CLOSE,111920.60249999992,19900,0.0,188913.70249999993,0.02695170985160411,4957.9228,4977.100000000002,0.0,0.0,0.40755699020826736,-3.375077994860476e-13,2024-09-26,False,0.1394946959674599,-7000,-7000,3.7,3.698,5.1772,14.000000000001567,25886.0,FILLED,86039.77969999993,26900,111920.60249999992,19900.0
main_N70_BASE,primary_accounts,main,70.0,SIMPLE_CORE,BASE,2024-09-30,4.007,4.233,CLOSE,111920.60249999992,19900,0.0,196157.30249999993,0.03834343355797598,7243.600000000006,7243.599999999989,0.0,0.0,0.4294344331126802,1.6370904631912708e-11,2024-09-27,False,0.0,0,0,4.007,,0.0,0.0,0.0,NO_TRADE,111920.60249999992,19900,,
main_N70_BASE,primary_accounts,main,70.0,SIMPLE_CORE,BASE,2024-10-08,4.656,4.412,CLOSE,155650.05485999992,10500,0.0,201976.05485999992,0.029663705025715137,5818.752359999984,5855.700000000003,0.0,0.0,0.22936382251901571,-2.5789148594412836e-11,2024-09-30,False,0.2138003151191457,-9400,-9400,4.656,4.6530000000000005,8.74764,28.19999999999272,43738.200000000004,FILLED,111920.60249999992,19900,155650.05485999992,10500.0
main_N70_STRESS,primary_accounts,main,70.0,SIMPLE_CORE,STRESS,2024-09-25,3.489,3.474,CLOSE,84807.21188,26500,0.0,176868.21188000002,0.013724722030466596,2394.601800000004,2504.100000000001,0.0,0.0,0.520506195101134,3.268496584496461e-12,2024-09-24,False,0.39884660301793173,-20300,-20300,3.489,3.485,28.2982,81.20000000000007,70745.5,FILLED,14090.010080000007,46800,84807.21188,26500.0
main_N70_STRESS,primary_accounts,main,70.0,SIMPLE_CORE,STRESS,2024-09-26,3.468,3.64,CLOSE,84807.21188,26500,0.0,181267.21188000002,0.02487162590293268,4399.0,4398.999999999997,0.0,0.0,0.5321425700741571,2.7284841053187847e-12,2024-09-25,False,0.0,0,0,3.468,,0.0,0.0,0.0,NO_TRADE,84807.21188,26500,,
main_N70_STRESS,primary_accounts,main,70.0,SIMPLE_CORE,STRESS,2024-09-27,3.7,3.869,CLOSE,110299.41092000001,19600,0.0,186131.81092000002,0.026836618655669442,4864.599040000001,4902.4000000000015,0.0,0.0,0.40741235807668036,-4.618527782440651e-13,2024-09-26,False,0.13946619735586882,-6900,-6900,3.7,3.696,10.20096,27.600000000000023,25502.4,FILLED,84807.21188,26500,110299.41092000001,19600.0
main_N70_STRESS,primary_accounts,main,70.0,SIMPLE_CORE,STRESS,2024-09-30,4.007,4.233,CLOSE,110299.41092000001,19600,0.0,193266.21091999998,0.038329826399563505,7134.399999999965,7134.399999999989,0.0,0.0,0.42928766288248393,-2.3646862246096134e-11,2024-09-27,False,0.0,0,0,4.007,,0.0,0.0,0.0,NO_TRADE,110299.41092000001,19600,,
main_N70_STRESS,primary_accounts,main,70.0,SIMPLE_CORE,STRESS,2024-10-08,4.656,4.412,CLOSE,153536.4092,10300,0.0,198980.0092,0.02956439334532801,5713.798280000017,5777.600000000004,0.0,0.0,0.22838274147592108,1.226396761921933e-11,2024-09-30,False,0.21460082089214977,-9300,-9300,4.656,4.651,17.30172,46.499999999999005,43254.299999999996,FILLED,110299.41092000001,19600,153536.4092,10300.0
main_BUY_HOLD_BASE,comparators,main,,BUY_HOLD,BASE,2024-09-25,3.489,3.474,CLOSE,13958.889360000001,48400,0.0,182100.48936,0.012650027969285382,2274.8000000000175,2274.8000000000075,0.0,0.0,0.9233451298837301,1.000444171950221e-11,2024-09-24,False,0.0,0,0,3.489,,0.0,0.0,0.0,NO_TRADE,13958.889360000001,48400,,
main_BUY_HOLD_BASE,comparators,main,,BUY_HOLD,BASE,2024-09-26,3.468,3.64,CLOSE,13958.889360000001,48400,0.0,190134.88936,0.04412069417406417,8034.399999999994,8034.399999999996,0.0,0.0,0.9265842823114365,-1.8189894035458565e-12,2024-09-25,False,0.0,0,0,3.468,,0.0,0.0,0.0,NO_TRADE,13958.889360000001,48400,,
main_BUY_HOLD_BASE,comparators,main,,BUY_HOLD,BASE,2024-09-27,3.7,3.869,CLOSE,13958.889360000001,48400,0.0,201218.48936,0.05829335182673612,11083.600000000006,11083.600000000006,0.0,0.0,0.9306281972178703,0.0,2024-09-26,False,0.0,0,0,3.7,,0.0,0.0,0.0,NO_TRADE,13958.889360000001,48400,,
main_BUY_HOLD_BASE,comparators,main,,BUY_HOLD,BASE,2024-09-30,4.007,4.233,CLOSE,13958.889360000001,48400,0.0,218836.08935999998,0.0875545783890681,17617.599999999977,17617.599999999973,0.0,0.0,0.9362130378000098,3.637978807091713e-12,2024-09-27,False,0.0,0,0,4.007,,0.0,0.0,0.0,NO_TRADE,13958.889360000001,48400,,
main_BUY_HOLD_BASE,comparators,main,,BUY_HOLD,BASE,2024-10-08,4.656,4.412,CLOSE,13958.889360000001,48400,0.0,227499.68936,0.03958944809029097,8663.600000000006,8663.600000000011,0.0,0.0,0.9386421607903334,-5.4569682106375694e-12,2024-09-30,False,0.0,0,0,4.656,,0.0,0.0,0.0,NO_TRADE,13958.889360000001,48400,,
main_BUY_HOLD_STRESS,comparators,main,,BUY_HOLD,STRESS,2024-09-25,3.489,3.474,CLOSE,13822.140000000014,48400,0.0,181963.74000000002,0.012659655068364417,2274.8000000000175,2274.8000000000075,0.0,0.0,0.9240390420640947,1.000444171950221e-11,2024-09-24,False,0.0,0,0,3.489,,0.0,0.0,0.0,NO_TRADE,13822.140000000014,48400,,
main_BUY_HOLD_STRESS,comparators,main,,BUY_HOLD,STRESS,2024-09-26,3.468,3.64,CLOSE,13822.140000000014,48400,0.0,189998.14,0.044153851750903694,8034.399999999994,8034.399999999996,0.0,0.0,0.9272511825642082,-1.8189894035458565e-12,2024-09-25,False,0.0,0,0,3.468,,0.0,0.0,0.0,NO_TRADE,13822.140000000014,48400,,
main_BUY_HOLD_STRESS,comparators,main,,BUY_HOLD,STRESS,2024-09-27,3.7,3.869,CLOSE,13822.140000000014,48400,0.0,201081.74000000002,0.058335307914066936,11083.600000000006,11083.600000000006,0.0,0.0,0.9312610881525094,0.0,2024-09-26,False,0.0,0,0,3.7,,0.0,0.0,0.0,NO_TRADE,13822.140000000014,48400,,
main_BUY_HOLD_STRESS,comparators,main,,BUY_HOLD,STRESS,2024-09-30,4.007,4.233,CLOSE,13822.140000000014,48400,0.0,218699.34,0.08761412150103731,17617.599999999977,17617.599999999973,0.0,0.0,0.9367984375261489,3.637978807091713e-12,2024-09-27,False,0.0,0,0,4.007,,0.0,0.0,0.0,NO_TRADE,13822.140000000014,48400,,
main_BUY_HOLD_STRESS,comparators,main,,BUY_HOLD,STRESS,2024-10-08,4.656,4.412,CLOSE,13822.140000000014,48400,0.0,227362.94,0.03961420276805594,8663.600000000006,8663.600000000011,0.0,0.0,0.9392067150433575,-5.4569682106375694e-12,2024-09-30,False,0.0,0,0,4.656,,0.0,0.0,0.0,NO_TRADE,13822.140000000014,48400,,
main_ETF_VOL10_BASE,comparators,main,,ETF_VOL10,BASE,2024-09-25,3.489,3.474,CLOSE,83431.93123999993,26000,0.0,173755.93123999995,0.015142725318539885,2591.890060000005,2654.2,0.0,0.0,0.5198326143770033,2.7711166694643907e-13,2024-09-24,False,0.46237594418264266,-23100,-23100,3.489,3.487,16.10994,46.199999999994915,80549.7,FILLED,2898.341179999934,49100,83431.93123999993,26000.0
main_ETF_VOL10_BASE,comparators,main,,ETF_VOL10,BASE,2024-09-26,3.468,3.64,CLOSE,83431.93123999993,26000,0.0,178071.93123999995,0.024839439834940302,4316.0,4315.999999999998,0.0,0.0,0.5314706216806684,1.8189894035458565e-12,2024-09-25,False,0.0,0,0,3.468,,0.0,0.0,0.0,NO_TRADE,83431.93123999993,26000,,
main_ETF_VOL10_BASE,comparators,main,,ETF_VOL10,BASE,2024-09-27,3.7,3.869,CLOSE,108573.30195999994,19200,0.0,182858.10195999994,0.026877738039182253,4786.170719999995,4804.800000000002,0.0,0.0,0.40624286921806585,-5.8619775700208265e-12,2024-09-26,False,0.13998847435650388,-6800,-6800,3.7,3.698,5.029280000000001,13.600000000001522,25146.4,FILLED,83431.93123999993,26000,108573.30195999994,19200.0
main_ETF_VOL10_BASE,comparators,main,,ETF_VOL10,BASE,2024-09-30,4.007,4.233,CLOSE,108573.30195999994,19200,0.0,189846.90195999993,0.038219799533568244,6988.799999999988,6988.799999999989,0.0,0.0,0.42810074413078414,-9.094947017729282e-13,2024-09-27,False,0.0,0,0,4.007,,0.0,0.0,0.0,NO_TRADE,108573.30195999994,19200,,
main_ETF_VOL10_BASE,comparators,main,,ETF_VOL10,BASE,2024-10-08,4.656,4.412,CLOSE,150441.92655999993,10200,0.0,195444.32655999993,0.029483886975302687,5597.4245999999985,5632.800000000003,0.0,0.0,0.23025687566420408,-1.141486904998601e-11,2024-09-30,False,0.21153365098686946,-9000,-9000,4.656,4.6530000000000005,8.375400000000003,26.99999999999303,41877.00000000001,FILLED,108573.30195999994,19200,150441.92655999993,10200.0
main_ETF_VOL10_STRESS,comparators,main,,ETF_VOL10,STRESS,2024-09-25,3.489,3.474,CLOSE,82180.48043999991,25600,0.0,171114.88043999992,0.014789473783205498,2493.8168000000005,2616.8,0.0,0.0,0.5197350444994417,3.979039320256561e-13,2024-09-24,False,0.46298296915522313,-22800,-22800,3.489,3.485,31.7832,91.20000000000007,79458.0,FILLED,2754.263639999921,48400,82180.48043999991,25600.0
main_ETF_VOL10_STRESS,comparators,main,,ETF_VOL10,STRESS,2024-09-26,3.468,3.64,CLOSE,82180.48043999991,25600,0.0,175364.4804399999,0.024834777601297375,4249.599999999977,4249.5999999999985,0.0,0.0,0.531373284750685,-2.1827872842550278e-11,2024-09-25,False,0.0,0,0,3.468,,0.0,0.0,0.0,NO_TRADE,82180.48043999991,25600,,
main_ETF_VOL10_STRESS,comparators,main,,ETF_VOL10,STRESS,2024-09-27,3.7,3.869,CLOSE,106564.32299999992,19000,0.0,180075.32299999992,0.026863151238952332,4710.842560000019,4747.000000000002,0.0,0.0,0.40822361873536683,1.7355006320940447e-11,2024-09-26,False,0.1378944813452538,-6600,-6600,3.7,3.696,9.75744,26.400000000000023,24393.600000000002,FILLED,82180.48043999991,25600,106564.32299999992,19000.0
main_ETF_VOL10_STRESS,comparators,main,,ETF_VOL10,STRESS,2024-09-30,4.007,4.233,CLOSE,106564.32299999992,19000,0.0,186991.32299999992,0.03840615074170928,6916.0,6915.999999999989,0.0,0.0,0.43011086669513554,1.0913936421275139e-11,2024-09-27,False,0.0,0,0,4.007,,0.0,0.0,0.0,NO_TRADE,106564.32299999992,19000,,
main_ETF_VOL10_STRESS,comparators,main,,ETF_VOL10,STRESS,2024-10-08,4.656,4.412,CLOSE,148406.57939999993,10000,0.0,192526.57939999993,0.02960167515366474,5535.256400000013,5597.000000000004,0.0,0.0,0.22916316353564226,8.348877145181177e-12,2024-09-30,False,0.21463036422663603,-9000,-9000,4.656,4.651,16.7436,44.99999999999904,41859.0,FILLED,106564.32299999992,19000,148406.57939999993,10000.0
